id,species,split_spp,url,url_2,url_3,shapefile_path,raster_path,majority_cat,single_cat,processing_cat,countries_raw,countries_occ,outside_range,post_2008 ,pre_2008 ,zero_gbif_records,previous_sp_name,alternate_sp_name,new_sp_name,notes
52,Bothrops_sanctaecrucis,Bothrops_sanctaecrucis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_sanctaecrucis.pdf,,,data/raw/eor/Bothrops_sanctaecrucis.shp,output/species_rasters/combined_cat/Bothrops_sanctaecrucis.tif,2,1,2,BOL,"BRA, BOL",0,0,0,0,,,,
53,Bothrops_spp,Bothrops_punctatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_punctatus.shp,output/species_rasters/combined_cat/Bothrops_punctatus.tif,2,1,2,"COL, ECU, PAN",COL,1,0,few_historic,0,,,,
53,Bothrops_spp,Bothrops_osbornei,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_osbornei.shp,output/species_rasters/combined_cat/Bothrops_osbornei.tif,2,1,2,ECU,ECU,1,0,few_historic,0,,,,
53,Bothrops_spp,Bothrops_lojanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_lojanus.shp,output/species_rasters/combined_cat/Bothrops_lojanus.tif,2,1,2,"ECU, PER",ECU,0,0,0,0,,,,
53,Bothrops_spp,Bothrops_barnetti,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_barnetti.shp,output/species_rasters/combined_cat/Bothrops_barnetti.tif,2,1,2,PER,PER,1,0,few_historic,0,,,,
53,Bothrops_spp,Bothrops_roedingeri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Bothrops&species=pictus&search_param=%28%28search%3D%27Bothrops+roedingeri%27%29%29,,data/raw/eor/Bothrops_roedingeri.shp,output/species_rasters/combined_cat/Bothrops_roedingeri.tif,2,1,2,PER,,0,0,0,1,"Bothrops_pictus, Jackyhoserea_pictus, Lachesis_pictus, Trimeresurus_pictus",,,
53,Bothrops_spp,Bothrops_andianus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_andianus.shp,output/species_rasters/combined_cat/Bothrops_andianus.tif,2,1,2,"PER, BOL",PER,1,0,few_historic,0,,,,
53,Bothrops_spp,Bothrops_marajoensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Bothrops&species=marajoensis&search_param=%28%28search%3D%27Bothrops+marajoensis%27%29%29,,data/raw/eor/Bothrops_marajoensis.shp,output/species_rasters/combined_cat/Bothrops_marajoensis.tif,2,1,2,BRA,,0,0,0,1,,,,
53,Bothrops_spp,Bothrops_spp,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_spp.pdf,,,data/raw/eor/Bothrops_spp.shp,output/species_rasters/combined_cat/Bothrops_spp.tif,2,1,2,"PRY, ARG, BRA",,0,0,0,1,,,,
54,Bothrops_taeniatus,Bothrops_taeniatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_taeniatus.pdf,,,data/raw/eor/Bothrops_taeniatus.shp,output/species_rasters/combined_cat/Bothrops_taeniatus.tif,2,1,2,"GUF, GUY, SUR, VEN, BRA, BOL, ECU, COL, PER",,0,0,0,1,"Bothriopsis_taeniata, Bothrops_castelnaudi, Bothriechis_taeniatus",,,
55,Bothrops_venezuelensis,Bothrops_venezuelensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bothrops_venezuelensis.pdf,,,data/raw/eor/Bothrops_venezuelensis.shp,output/species_rasters/combined_cat/Bothrops_venezuelensis.tif,1,1,1,VEN,VEN,0,0,0,0,,,,
56,Bungarus_bungaroides,Bungarus_bungaroides,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_bungaroides.pdf,,,data/raw/eor/Bungarus_bungaroides.shp,output/species_rasters/combined_cat/Bungarus_bungaroides.tif,2,1,2,"IND, BGD, NPL, CHN, MMR",MMR,0,0,0,0,,,,
57,Bungarus_caeruleus,Bungarus_caeruleus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_caeruleus.pdf,,,data/raw/eor/Bungarus_caeruleus.shp,output/species_rasters/combined_cat/Bungarus_caeruleus.tif,1,0,1&2,"PAK, IND, AFG, NPL, BTN, BGD, LKA","PAK, IND, LKA, MMR",1,0,few_historic,0,,,,
58,Bungarus_candidus,Bungarus_candidus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_candidus.pdf,,,data/raw/eor/Bungarus_candidus.shp,output/species_rasters/combined_cat/Bungarus_candidus.tif,1,0,1&2,"KHM, LAO, VNM, THA, MMR, IDN, MYS","IDN, LAO, KHM, THA, SGP, MYS, IND",1,0,few_historic,0,,,,
59,Bungarus_ceylonicus,Bungarus_ceylonicus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_ceylonicus.pdf,,,data/raw/eor/Bungarus_ceylonicus.shp,output/species_rasters/combined_cat/Bungarus_ceylonicus.tif,2,1,2,LKA,LKA,0,0,0,0,,,,
60,Bungarus_fasciatus,Bungarus_fasciatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_fasciatus.pdf,,,data/raw/eor/Bungarus_fasciatus.shp,output/species_rasters/combined_cat/Bungarus_fasciatus.tif,2,1,2,"BRN, KHM, LAO, VNM, THA, BGD, NPL, BTN, IND, MMR, CHN, IDN, MYS","IDN, LAO, HKG, CHN, MMR, KHM, VNM, PHL, THA, BGD, MYS",1,few,few_historic,0,,,,
61,Bungarus_flaviceps,Bungarus_flaviceps,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_flaviceps.pdf,,,data/raw/eor/Bungarus_flaviceps.shp,output/species_rasters/combined_cat/Bungarus_flaviceps.tif,2,1,2,"BRN, MMR, THA, KHM, VNM, MYS, IDN","IDN, MYS",0,0,0,0,,,,
62,Bungarus_lividus,Bungarus_lividus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_lividus.pdf,http://reptile-database.reptarium.cz/species?genus=Bungarus&species=lividus&search_param=%28%28search%3D%27Bungarus+lividus%27%29%29,,data/raw/eor/Bungarus_lividus.shp,output/species_rasters/combined_cat/Bungarus_lividus.tif,2,1,2,"IND, BTN, NPL, BGD",,0,0,0,1,,,,
63,Bungarus_magnimaculatus,Bungarus_magnimaculatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_magnimaculatus.pdf,,,data/raw/eor/Bungarus_magnimaculatus.shp,output/species_rasters/combined_cat/Bungarus_magnimaculatus.tif,1,1,1,MMR,"MMR, IND",1,0,few_historic,0,Bungarus_caeruleus_magnicaculatus,,,
64,Bungarus_multicinctus,Bungarus_multicinctus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_multicinctus.pdf,,,data/raw/eor/Bungarus_multicinctus.shp,output/species_rasters/combined_cat/Bungarus_multicinctus.tif,1,1,1,"HKG, CHN, LAO, MMR, VNM","CHN, HKG, VNM, LAO, MMR, THA, IND",1,few,few_historic,0,,,,
65,Bungarus_niger,Bungarus_niger,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_niger.pdf,,,data/raw/eor/Bungarus_niger.shp,output/species_rasters/combined_cat/Bungarus_niger.tif,2,0,1&2,"BTN, IND, MMR, BGD, NPL",MMR,1,0,few_historic,0,,,,
66,Bungarus_sindanus,Bungarus_sindanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_sindanus.pdf,,,data/raw/eor/Bungarus_sindanus.shp,output/species_rasters/combined_cat/Bungarus_sindanus.tif,2,0,1&2,"PAK, AFG, IND",,0,0,0,1,Bungarus_sindanus_walli,,,
67,Bungarus_slowinskii,Bungarus_slowinskii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_slowinskii.pdf,http://reptile-database.reptarium.cz/species?genus=Bungarus&species=slowinskii&search_param=%28%28search%3D%27Bungarus+slowinskii%27%29%29,http://www.iucnredlist.org/details/192221/0,data/raw/eor/Bungarus_slowinskii.shp,output/species_rasters/combined_cat/Bungarus_slowinskii.tif,1,1,1,VNM,,0,0,0,1,,,,
68,Bungarus_walli,Bungarus_walli,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Bungarus_walli.pdf,http://reptile-database.reptarium.cz/species?genus=Bungarus&species=sindanus&search_param=%28%28search%3D%27Bungarus+walli%27%29%29,,data/raw/eor/Bungarus_walli.shp,output/species_rasters/combined_cat/Bungarus_walli.tif,2,0,1&2,"NPL, IND, BGD",,0,0,0,1,"Bungarus_caeruleus_sindanus, Bungarus_sindanus, Bungarus_sindanus_razai, Bungarus_sindanus_walli",,,
69,Calliophis_bivirgatus,Calliophis_bivirgatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Calliophis_bivirgatus.pdf,,,data/raw/eor/Calliophis_bivirgatus.shp,output/species_rasters/combined_cat/Calliophis_bivirgatus.tif,2,1,2,"BRN, THA, MYS, IDN, SGP",,0,0,0,1,Maticora_bivirgata,,,
70,Calliophis_intestinalis,Calliophis_intestinalis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Calliophis_intestinalis.pdf,,,data/raw/eor/Calliophis_intestinalis.shp,output/species_rasters/combined_cat/Calliophis_intestinalis.tif,2,1,2,"BRN, THA, IDN, PHL, MYS, SGP","IDN, MYS, SGP, PHL",1,few,few_historic,0,Maticora_intestinalis,,,
71,Calloselasma_rhodostoma,Calloselasma_rhodostoma,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Calloselasma_rhodostoma.pdf,,,data/raw/eor/Calloselasma_rhodostoma.shp,output/species_rasters/combined_cat/Calloselasma_rhodostoma.tif,1,1,1,"KHM, THA, LAO, VNM, IDN, MYS","IDN, MYS, VNM, THA, LAO",1,0,few_historic,0,Agkistrodon_rhodostoma,,,
72,Cerastes_cerastes,Cerastes_cerastes,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerastes_cerastes.pdf,,,data/raw/eor/Cerastes_cerastes.shp,output/species_rasters/combined_cat/Cerastes_cerastes.tif,2,0,1&2,"DZA, ISR, LBY, MRT, NER, TUN, ESH, SDN, EGY, MLI, MAR, TCD, SAU, YEM","MAR, ISR, TUN, EGY, YEM, MRT, IRQ, SAU, DZA, ESH, MLI, ARE, LBY, SDN",1,few,excessive_historic,0,,,,
73,Cerastes_gasperettii,Cerastes_gasperettii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerastes_gasperettii.pdf,,,data/raw/eor/Cerastes_gasperettii.shp,output/species_rasters/combined_cat/Cerastes_gasperettii.tif,2,0,1&2,"BHR, JOR, KWT, YEM, ISR, IRQ, IRN, QAT, SAU, ARE, OMN","ARE, JOR, ISR, SAU",0,0,0,0,,,,
74,Cerrophidion_godmani,Cerrophidion_godmani,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerrophidion_godmani.pdf,,,data/raw/eor/Cerrophidion_godmani.shp,output/species_rasters/combined_cat/Cerrophidion_godmani.tif,2,1,2,"GTM, HND, NIC, PAN, CRI, MEX, SLV","MEX, CRI, HND, GTM, SLV",1,few,excessive_historic,0,"Porthidiu_ godmani, Bothrops_godmani",,,
75,Cerrophidion_spp,Cerrophidion_petlalcalensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerrophidion_spp.pdf,,,data/raw/eor/Cerrophidion_petlalcalensis.shp,output/species_rasters/combined_cat/Cerrophidion_petlalcalensis.tif,2,1,2,MEX,MEX,0,0,0,0,,,,
75,Cerrophidion_spp,Cerrophidion_barbouri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerrophidion_spp.pdf,,,data/raw/eor/Cerrophidion_barbouri.shp,output/species_rasters/combined_cat/Cerrophidion_barbouri.tif,2,1,2,MEX,MEX,1,0,few_historic,0,,,,
75,Cerrophidion_spp,Cerrophidion_tzotzilorum,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cerrophidion_spp.pdf,,,data/raw/eor/Cerrophidion_tzotzilorum.shp,output/species_rasters/combined_cat/Cerrophidion_tzotzilorum.tif,2,1,2,MEX,MEX,1,few,few_historic,0,,,,
76,Crotalus_adamanteus,Crotalus_adamanteus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_adamanteus.pdf,,,data/raw/eor/Crotalus_adamanteus.shp,output/species_rasters/combined_cat/Crotalus_adamanteus.tif,1,1,1,USA,"USA, MEX",1,few,few_historic,0,,,,
77,Crotalus_atrox,Crotalus_atrox,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_atrox.pdf,,,data/raw/eor/Crotalus_atrox.shp,output/species_rasters/combined_cat/Crotalus_atrox.tif,1,1,1,"MEX, USA","USA, MEX",1,excessive,excessive_historic,0,,,,
78,Crotalus_basiliscus,Crotalus_basiliscus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_basiliscus.pdf,,,data/raw/eor/Crotalus_basiliscus.shp,output/species_rasters/combined_cat/Crotalus_basiliscus.tif,2,1,2,MEX,"MEX, COL",1,few,few_historic,0,,,,
79,Crotalus_durissus,Crotalus_durissus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_durissus.pdf,,,data/raw/eor/Crotalus_durissus.shp,output/species_rasters/combined_cat/Crotalus_durissus.tif,1,1,1,"BOL, BRA, PRY, VEN, COL, GUY, SUR, GUF, PER, URY, ARG","BRA, MEX, PRY, COL, BOL, ARG, SLV, NIC, GUY, BLZ, HND, VEN, GTM, CRI, ABW, TTO, USA",1,few,excessive_historic,0,,,,
80,Crotalus_horridus,Crotalus_horridus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_horridus.pdf,,,data/raw/eor/Crotalus_horridus.shp,output/species_rasters/combined_cat/Crotalus_horridus.tif,1,1,1,USA,"USA, BRA, CAN, GTM, MEX, ARG, VEN",1,few,excessive_historic,0,,,,
81,Crotalus_molossus,Crotalus_molossus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_molossus.pdf,,,data/raw/eor/Crotalus_molossus.shp,output/species_rasters/combined_cat/Crotalus_molossus.tif,2,1,2,"MEX, USA","MEX, USA",1,few,excessive_historic,0,,,,
82,Crotalus_oreganus,Crotalus_oreganus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_oreganus.pdf,,,data/raw/eor/Crotalus_oreganus.shp,output/species_rasters/combined_cat/Crotalus_oreganus.tif,2,0,1&2,"MEX, USA, CAN","USA, MEX, CAN",1,excessive,excessive_historic,0,Crotalus_viridis,,,
83,Crotalus_ruber,Crotalus_ruber,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_ruber.pdf,,,data/raw/eor/Crotalus_ruber.shp,output/species_rasters/combined_cat/Crotalus_ruber.tif,2,1,2,"MEX, USA","USA, MEX",1,few,excessive_historic,0,,,,
84,Crotalus_scutulatus,Crotalus_scutulatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_scutulatus.pdf,,,data/raw/eor/Crotalus_scutulatus.shp,output/species_rasters/combined_cat/Crotalus_scutulatus.tif,1,1,1,"USA, MEX","USA, MEX",1,excessive,excessive_historic,0,,,,
85,Crotalus_simus,Crotalus_simus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_simus.pdf,,,data/raw/eor/Crotalus_simus.shp,output/species_rasters/combined_cat/Crotalus_simus.tif,1,0,1&2,"SLV, CRI, NIC, HND, GTM, MEX","MEX, CRI, HND",1,0,few_historic,0,Crotalus_durissus_durissus,,,
86,Crotalus_spp,Crotalus_spp,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_spp.pdf,,,data/raw/eor/Crotalus_spp.shp,output/species_rasters/combined_cat/Crotalus_spp.tif,2,1,2,"USA, MEX",MEX,0,0,0,1,,,,
87,Crotalus_totonacus,Crotalus_totonacus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_totonacus.pdf,,,data/raw/eor/Crotalus_totonacus.shp,output/species_rasters/combined_cat/Crotalus_totonacus.tif,1,1,1,MEX,MEX,1,few,few_historic,0,Crotalus_durissus_totonacus,,,
88,Crotalus_tzabcan,Crotalus_tzabcan,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_tzabcan.pdf,,,data/raw/eor/Crotalus_tzabcan.shp,output/species_rasters/combined_cat/Crotalus_tzabcan.tif,2,1,2,"MEX, GTM, BLZ",MEX,1,few,0,0,"Crotalus_simus_tzabcan, Crotalus_durissus_tzabcan",,,
89,Crotalus_viridis,Crotalus_viridis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Crotalus_viridis.pdf,http://reptile-database.reptarium.cz/species?genus=Crotalus&species=viridis&search_param=%28%28search%3D%27Crotalus+viridis%27%29%29,http://www.iucnredlist.org/details/64339/0,data/raw/eor/Crotalus_viridis.shp,output/species_rasters/combined_cat/Crotalus_viridis.tif,2,0,1&2,"CAN, MEX, USA","USA, MEX, CAN",0,0,0,1,"Crotalus_viridis_viridis, Crotalus_viridis_nuntius, Crotalus_confluentus_nuntius",,,
90,Cryptelytrops_albolabris,Cryptelytrops_albolabris,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_albolabris.pdf,,,data/raw/eor/Cryptelytrops_albolabris.shp,output/species_rasters/combined_cat/Cryptelytrops_albolabris.tif,1,0,1&2,"LAO, MMR, IND, BGD, IDN, CHN, THA, KHM, VNM","LAO, IDN, HKG",0,0,0,0,Trimeresurus_albolabris,,Trimeresurus_albolabris,
91,Cryptelytrops_erythrurus,Cryptelytrops_erythrurus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_erythrurus.pdf,,,data/raw/eor/Cryptelytrops_erythrurus.shp,output/species_rasters/combined_cat/Cryptelytrops_erythrurus.tif,2,0,1&2,"IND, CHN, BTN, MMR, BGD",,0,0,0,1,Trimeresurus_erythurus,,Trimeresurus_erythrurus,
92,Cryptelytrops_insularis,Cryptelytrops_insularis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_insularis.pdf,,,data/raw/eor/Cryptelytrops_insularis.shp,output/species_rasters/combined_cat/Cryptelytrops_insularis.tif,2,0,1&2,"IDN, TLS",,0,0,0,1,"Trimeresurus_insularis, Trimeresurus_albolabris_insularis",,Trimeresurus_insularis,
93,Cryptelytrops_macrops,Cryptelytrops_macrops,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_macrops.pdf,,,data/raw/eor/Cryptelytrops_macrops.shp,output/species_rasters/combined_cat/Cryptelytrops_macrops.tif,2,1,2,"THA, LAO, VNM, KHM","LAO, THA",1,few,0,0,Trimeresurus_macrops,,Trimeresurus_macrops,
94,Cryptelytrops_purpureomaculatus,Cryptelytrops_purpureomaculatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_purpureomaculatus.pdf,,,data/raw/eor/Cryptelytrops_purpureomaculatus.shp,output/species_rasters/combined_cat/Cryptelytrops_purpureomaculatus.tif,2,1,2,"MMR, THA, MYS, IDN, SGP",SGP,0,0,0,0,Trimeresurus_purpureomaculatus,,Trimeresurus_purpureomaculatus,
95,Cryptelytrops_septentrionalis,Cryptelytrops_septentrionalis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Cryptelytrops_septentrionalis.pdf,,,data/raw/eor/Cryptelytrops_septentrionalis.shp,output/species_rasters/combined_cat/Cryptelytrops_septentrionalis.tif,2,1,2,"NPL, CHN, IND",,0,0,0,1,"Trimeresurus_septentrionalis, Trimeresurus_albolabris_septentrionalis",,Trimeresurus_septentrionalis,
96,Daboia_deserti,Daboia_deserti,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Daboia_deserti.pdf,,,data/raw/eor/Daboia_deserti.shp,output/species_rasters/combined_cat/Daboia_deserti.tif,2,1,2,"TUN, DZA, LBY",,0,0,0,1,"Macrovipera_deserti, Vipera_mauritanica_deserti, Vipera_lebetina_deserti",,,
97,Daboia_mauritanica,Daboia_mauritanica,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Daboia_mauritanica.pdf,,,data/raw/eor/Daboia_mauritanica.shp,output/species_rasters/combined_cat/Daboia_mauritanica.tif,1,1,1,"MAR, DZA, TUN",MAR,0,0,0,1,"Macrovipera_mauritanica, Vipera_lebetina_mauritanica, Vipera_mauritanica_mauritanica",,,
98,Daboia_palaestinae,Daboia_palaestinae,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Daboia_palaestinae.pdf,,,data/raw/eor/Daboia_palaestinae.shp,output/species_rasters/combined_cat/Daboia_palaestinae.tif,1,1,1,"ISR, JOR, LBN, SYR","SYR, ISR",1,0,few_historic,0,Vipera_palestinae,,,
99,Daboia_russelii,Daboia_russelii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Daboia_russelii.pdf,,,data/raw/eor/Daboia_russelii.shp,output/species_rasters/combined_cat/Daboia_russelii.tif,1,0,1&2,"PAK, IND, LKA, BGD, NPL, BTN","LKA, MMR, IND, PAK",1,0,few_historic,0,"Vipera_russelii, Daboia_russelii_russelii, Daboia_russelii_pulchella",,,
100,Daboia_siamensis,Daboia_siamensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Daboia_siamensis.pdf,,,data/raw/eor/Daboia_siamensis.shp,output/species_rasters/combined_cat/Daboia_siamensis.tif,1,1,1,"KHM, CHN, HKG, MMR, IDN, THA","MMR, CHN, THA, IDN",1,0,few_historic,0,"Daboia_russelii_siamensis, Daboia_russelii_limitis, Daboia_russelii_sublimitis, Daboia_russelii_formosensis",,,
101,Deinagkistrodon_acutus,Deinagkistrodon_acutus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Deinagkistrodon_acutus.pdf,,,data/raw/eor/Deinagkistrodon_acutus.shp,output/species_rasters/combined_cat/Deinagkistrodon_acutus.tif,1,1,1,"CHN, VNM","CHN, VNM",1,few,few_historic,0,Agkistrodon_acutus,,,
102,Dendroaspis_angusticeps,Dendroaspis_angusticeps,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Dendroaspis_angusticeps.pdf,,,data/raw/eor/Dendroaspis_angusticeps.shp,output/species_rasters/combined_cat/Dendroaspis_angusticeps.tif,1,0,1&2,"ZAF, KEN, MWI, MOZ, TZA, ZWE","KEN, TZA, ZAF, UGA, AGO, ZWE",1,0,few_historic,0,,,,
103,Dendroaspis_jamesoni,Dendroaspis_jamesoni,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Dendroaspis_jamesoni.pdf,,,data/raw/eor/Dendroaspis_jamesoni.shp,output/species_rasters/combined_cat/Dendroaspis_jamesoni.tif,1,0,1&2,"AGO, BEN, BDI, CMR, CAF, COG, COD, SSD, GNQ, GAB, NGA, RWA, STP, TGO, UGA, TZA, KEN","CMR, BEN, TGO, KEN, GAB, COD, GNQ, UGA, COG, NGA, NER",1,excessive,few_historic,0,,,,
104,Dendroaspis_polylepis,Dendroaspis_polylepis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Dendroaspis_polylepis.pdf,,,data/raw/eor/Dendroaspis_polylepis.shp,output/species_rasters/combined_cat/Dendroaspis_polylepis.tif,1,0,1&2,"KEN, SDN, AGO, BWA, BFA, CMR, CAF, CIV, COD, DJI, SSD, ERI, ETH, GIN, MWI, MOZ, NAM, RWA, SEN, SOM, SWZ, UGA, ZMB, ZWE, ZAF, TZA","BWA, NAM, ZWE, ZAF, SEN, SWZ, TZA, KEN, SOM, ZMB, COD, MOZ",1,few,few_historic,0,,,,
105,Dendroaspis_viridis,Dendroaspis_viridis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Dendroaspis_viridis.pdf,,,data/raw/eor/Dendroaspis_viridis.shp,output/species_rasters/combined_cat/Dendroaspis_viridis.tif,1,0,1&2,"BEN, CIV, GMB, GHA, GNB, GIN, LBR, SEN, SLE, TGO","CMR, BEN, TGO, GHA, GIN, CIV",1,excessive,few_historic,0,,,,
106,Dispholidus_typus,Dispholidus_typus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Dispholidus_typus.pdf,,,data/raw/eor/Dispholidus_typus.shp,output/species_rasters/combined_cat/Dispholidus_typus.tif,2,1,2,"TZA, SDN, AGO, BEN, BWA, BFA, BDI, CMR, CAF, TCD, COG, CIV, COD, DJI, SSD, ERI, ETH, GMB, GHA, GNB, GIN, MWI, MLI, MRT, MOZ, NAM, NER, RWA, SEN, SLE, SOM, TGO, UGA, ZMB, ZWE, KEN, ZAF, NGA","TZA, SSD, ZAF, UGA, KEN, ZWE, NAM, GHA, COD, SEN, ZMB, SOM",1,few,few_historic,0,,,,
107,Echis_borkini,Echis_borkini,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_borkini.pdf,,,data/raw/eor/Echis_borkini.shp,output/species_rasters/combined_cat/Echis_borkini.tif,1,1,1,"SAU, YEM",SAU,0,0,0,0,"Echis_carinatus, Echis_cf_pyramidum",,,
